posada,name,id,category,incomes,assets,land,house,transport_cost
"Міський голова, Білгород-Дністровська міська рада Одеської області",Гінак Алла Федорівна,fec8a1e8-fab5-4bad-af8e-e958d9adc01b,1,3691443,46298814.86,4170,1026,0
"депутат, Київська міська рада",Макаров Олег Анатолійович,b11a7861-9e9b-435e-afba-b8d70a9cba98,1,4692183,46242636.33,2070,782.2,823446
"депутат, Черкаська обласна рада",Лашкул Володимир Григорович,7a52eedf-aa79-41fd-ac13-2378587151c2,1,7476644,46014778.92,1878,1533.1,4790758
"Голова, Чернігівська обласна державна адміністрація",Куліч Валерій Петрович,f74c75fd-5fba-4605-923a-9ec319a18c4e,1,36446059,45652773,45004,694.8,7856807
"директор, депутат, ТОВ Торговий дім Продексім, Херсонська обласна рада",Колихаєв Ігор Вікторович,5fa6b497-ff35-47ad-b1bb-6cd0e86593b5,1,7598829,43090532.55,69398,168.3,3680586
"Депутат Новокаховської міської ради, Фізична особа підприємець",Хоменко Сергій Вікторович,6ac03f87-e3e2-47e7-ad6c-1391310a070f,1,2820000,42523191.94,3243,2850,1360768
"Перший заступник голови по виконавчому аппарату, Дніпропетровська обласна рада",Жадан Євгеній Володимирович,a59cc87b-7825-47e9-97b0-0bc002e82e23,1,5513498,42188618.62,60238,779.9,563000
"ДЕПУТАТ, ПОЛТАВСЬКА МІСЬКА РАДА",Бєлашова Ліліана Іванівна,378dcc86-6463-4e41-948f-e402804fbb49,1,33821219,42100834.5,46994,326.2,375000
"секретар Чернівецької міської ради, Чернівецька міська рада",Продан Василь Сафронович,83ee5f48-a688-4f01-b11f-f2c72ebe77cf,1,7258663,41871395.31,0,3910.4,3783860
"депутат, Київська обласна рада",Глиняний Леонід Петрович,dfb88a16-7054-4101-8316-009aeed212d7,1,3684137,41494135.3,61136,531.1,442488
"Депутат, Добропільська районна рада",Антипенко Володимир Вікторович,ca6a3f47-7996-476f-968a-4030be6c0120,1,21481273,41114290.81,5476723,494.6,0
"Депутат Веселинівської районної ради, Голова СФГ ""Волощакевич""",Волощакевич Віктор Володимирович,614e291f-727b-4580-8a5a-6ce2ccac8b6d,1,35917290,41050417.25,773901,192.2,4506008
"Депутат Вінницької міської ради 7-го скликання, Вінницька міська рада",Гройсман Борис Ісаакович,eca2ce35-6474-4ee9-a6ac-ee3a65747c2c,1,1486043,40292896.41,1771,977.6,1525000
"Президент ТОВ ""ФІТО-ЛЕК"", Депутат Харківської міської ради, ТОВ ""ФІТО-ЛЕК""",Куценко Сергій Анатолійович,5c0532de-b2a8-4ce7-a6bb-d0560637bb6c,1,15559471,40159444.28,1469,7033,0
"Депутат Вінницької міської ради, директор ПП ""ЯСКО"" , Вінницька міська рада",Скоромний Ігор Олександрович,619c4f9c-ec5f-4f7d-a351-53845aac9006,1,4291008,40086621.79,6978,963,2987000
"Мукачівський міський голова, Мукачівська міська рада",Балога Андрій Вікторович,60e5fbb9-fed6-45db-b0f0-e68cac3c9cb1,1,5816980,40052060.84,52549,2296.61,5205594
"Директор/депутат Запорізької обласної ради, Українсько -Американське спільне підприємство""ІНТРЕЙД""",Фукс Геннадій Григорович,6b6246d1-f8c9-4173-811c-d305d3fd24ae,1,5583711,39643954.96,0,3919.37,0
"Директор, депутат Харківської міської ради, ТОВ ""АЛЬФА-СОЮЗ""",Бондаренко Андрій Володимирович,abe446fa-3b8c-4737-9dbd-63b409bdaf07,1,4997890,39377804.42,1200,463.3,2259870
"Голова Наглядової Ради ПАТ ""ЗАВОД ""ЕКВАТОР"", депутат Миколаївської міської ради, ПАТ ""ЗАВОД ""ЕКВАТОР"", Миколаївська міська рада",Кантор Сергій Анатолійович,e686677c-ed2d-457c-a65e-9cf4c21379e5,1,3591664,38368574.47,2087,1525.7,130000
"Головний спеціаліст по контролю за благоустроєм міста Управління містобудування та архітектури , Бориспільська міська Рада",Терещенко Микола Іванович,9ef9d900-aa93-4701-92c6-8d72177cf24a,1,17997516,37431478,1613,134.3,0
"Голова Одеської обласної державної адміністрації, Одеська обласна державна адміністрація",Степанов Максим Володимирович,37ad7a38-7856-4436-a926-b55bea30300f,1,7045713,37365018.08,0,578.4,6643589
"Депутат міської ради / Фінансовий директор, Запорізька міська рада / Астра Капітал Груп",Божко Руслан Анатолійович,62765527-2fb9-4fa8-bd0a-141239db9dc4,1,5153475,35706182.16,0,425.65,467497
"Депутат Дніпровської міської ради 7 скликання, Дніпровська міська рада",Кривошеєв Євген Валерійович,f4cc8b43-48b2-43bf-afd4-e9e2b8ad568a,1,10257802,35061533.04,6401,7286.5,3146835
"Депутат, Хмельницька міська рада",Галкін Григорій Якимович,0a3fa872-aa6b-4f89-bd1b-cb99c766c2bd,1,11075544,34784171.15,14907,5288.7,171000
"депутат Заліщицької районної ради, приватний підприємець",Навольський Степан Михайлович,9ab39373-75bc-4db4-8102-3909d6b137d3,1,2254367,34499492.9,46129,5911.4,0
"заступник голови - керівник апарату Дніпропетровської обласної державної адміністрації, Дніпропетровська обласна державна адміністрація",Тимчук Айна Леонідівна,db57d0df-61c6-494f-b236-d4a4b41ebd83,1,2490875,34404991.8,0,798.5,0
"Депутат, Полтавська міська рада",Матковський Андрій Всеволодович,af7fc2a7-3588-47ef-8f3f-418c9f386f06,1,2041392,34317140.06,5375,4136.1,250647
"Директор. Депутат Миколаївської обласної ради., ТОВ ""Белком В""",Бєлава Владислав Олександрович,1ed707b3-9c62-4544-b661-e14824257c0a,1,1681809,33780971.6,2500,7440.7,914750
"Депутат Великомихайлівської районної ради, Приватний підприємець Завада",Завада Ігор Зіновійович,9b45e441-cd04-4eaf-84d3-789427750f58,1,2206982,33752210.3,10627,4313.7,2918723
"ДЕПУТАТ СУМСЬКОЇ ОБЛАСНОЇ РАДИ, СУМСЬКА ОБЛАСНА РАДА",Чмирь Юрій Павлович,45a2eae1-678d-4f20-bc5e-258de4ccb2f6,1,17600612,33621753.39,0,271,0
"Заступник голови Херсонської обласної державної адміністрації, депутат Херсонської обласної ради , Херсонська обласна державна адміністрація",Рищук Євген Миколайович,783c53fb-1341-42a1-989b-cc98c34fb36e,1,1750459,32935831.84,77102,2018.4,80360
"ФО-П / Депутат Покровської міської ради, Фізична особа-підприємець / Депутат Покровської міської ради",Андрійченко Сергій Сергійович,16912cab-feeb-4d8a-b848-1ca26d9e25af,1,14584413,32856359.55,12884,4244.4,3961867
"депутат, полтавська міська рада",Климко Ірина Григорівна,db76e492-0ab7-45c4-87a4-835d004b7b9d,1,5562095,31827604.46,3299,742.4,960091
"депутат, Закарпатська обласна рада",Кіш Михайло Михайлович,243c658b-9d8d-4e96-ad86-e1d0c7f65a09,1,6371606,31384080.42,3042,444.6,95000
"депутат, Одеська міська рада",Наумчак Віктор Анатолійович,41e2816b-680e-411d-8b85-f62ea409b63d,1,6938590,31247998.61,2211,1976.8,484000
"командир/депутат Запорізької обласної ради, ПАТРІОТИЧНЕ ГРОМАДСЬКЕ ФОРМУВАННЯ З ОХОРОНИ ГРОМАДСЬКОГО ПОРЯДКУ ""ХОРТИЦЬКИЙ ПОЛК""",Ружин Юрій Миколайович,b908206a-11d5-47bd-9367-652d59284677,1,6267700,31124059.15,1370,232.2,1624099
"депутат міської ради, Новокаховський виконком",Васильєва Людмила Миколаївна,7a7c3055-6e3e-493a-b0fe-d113d62f82d6,1,1466941,30685500.6,2319,1881.67,756676
"Депутат, Черкаська обласна рада",Овчаренко Микола Семенович,9913a896-fb97-4e33-84f2-4f9d74f346d2,1,1753632,30181990.67,663.8,559.7,964000
"Депутат Одеської міської ради, Голова наглядової ради ПрАТ Укрнафтопром",Шкрябай Василь Вячеславович,f7526a34-5e5d-4d1c-bef3-1b56f4ef053a,1,4138718,29824808.67,1109,1978.88,900000
"Міський голова, виконавчий комітет Ужгородської міської ради",Андріїв Богдан Євстафійович,b5578ebd-1d1d-45d3-8689-f14cb7b38e58,1,22904710,29757385.87,23510,1452.9,3697139
"депутат, Здолбунівська міська рада",Середюк Станіслав Олександрович,8a06cdb8-4359-4c69-a7cc-b636585a50a6,1,12778600,29672900,15739,982.3,886540
"Заступник голови Чернігівської обласної державної адміністрації, Чернігівська обласна державна адміністрація",Сергієнко Сергій Федорович,e8d2e67a-2ee8-4829-8451-638a3f4227b5,1,1446685,29623918.76,1830,4682.8,1189018
"Голова правління, депутат Харківської міської ради 7 скликання, Публічне акціонерне товариство ""Завод Фрунзе""",Василенко Олександр Іванович,fcaa0221-d42a-4093-ac26-d266b270af5d,1,8090459,28901574.18,3580,1352.3,0
"директор (депутат), Львівське комунальне підприємство ""Зелене місто"" (Київська міська рада)",Ноздря Вадим Ігорович,b32365a5-2ea8-45c3-85c8-8cb79f904b55,1,3162092,28463374.19,1805,646.6,2318449
"депутат, Київська міська рада",Борозенець Максим Іванович,3639d0fc-fb5d-4932-bafc-bf4c613db0fc,1,3096608,28291261.72,20996,646.1,149000
"Доцент кафедри зоології та методики навчання, Депутат Криворізької міської ради, ""Криворізький державний педагогічний університет"", Криворізька міська рада",Милобог Юрій Валерійович,0b8467e0-cb2f-4f3d-a833-7d743e03aaa0,1,3500723,28147056.1,76344,1102.8,1914399
"депутат Одеської обласної ради 7 скликання, Одеська обласна рада",Паращенко Сергій Володимирович,0c199ac1-7c5e-46ff-84bf-cb795c87a4d5,1,126229169,27889750.49,45319,2428.5,1500000
"депутат Арцизької районної ради , Арцизька районна рада",Паращенко Сергій Сергійович,ee04061d-22de-4e9e-bec7-95e0595f498e,1,126229169,27889750.49,45319,2428.5,1500000
"директор департаменту екології та природних ресурсів Харківської обласної державної адміністрації, Харківська обласна державна адміністрація",Тимчук Андрій Олександрович,ccd9a53f-00ed-45bd-85a1-8f01d2c4857c,1,2490875,27834991.8,0,798.5,0
"Депутат, Херсонська міська рада",Романюк Олег Ярославович,4d2185c5-3ab7-4dd4-ac11-d45f7c0b8236,1,5843440,27786244.19,5688.1,2011.7,752432
"Доцент кафедри організації виробництва, бізнесу та менеджменту (Депутат Харківської обласної ради), Харківський національний технічний університет сільського господарства ім. П.Василенка (Харківська обласна рада)",Гацько Анатолій Федорович,da654353-385b-4c8c-a66e-1e36db812260,1,4533912,27679133.63,176850,1310,381390
"Директор, КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) ''КИЇВКІНОФІЛЬМ''",Хомич Денис Владиславович,4dcb733d-dfef-4d8d-a62d-49a5188a60e2,1,4433035,27315832.81,38352,502.05,954619
"Депутат Закарпатської обласної ради сьоме скликання, Закарпатська обласна рада",Андріїв Андрій Євстахович,9f0446b2-7b50-4bed-b15f-36d5ad4cc507,1,17828910,27172377.9,82392.2,2230.3,1857606
"депутат, Хмельницька міська рада",Вавринюк Юрій Сергійович,44b5f516-5e7b-44f3-990a-08d68f622286,1,1758789,27153952.82,1000,0,1900749
"Голова облдержадміністрації, Полтавська обласна державна адміністрація",Головко Валерій Анатолійович,e09a3b88-6747-4e1e-b64e-1c38b11e9fba,1,3171769,27038399.63,3444,973.7,3458541
"приватний підприємець, депутат міської ради, ФОП Афійчук Р.В.",Афійчук Руслан Васильович,45375f30-aab5-4245-b68e-2eca00121350,1,1454966,27021410.67,503,338.9,0
"депутат місцевої ради, Харківська міська Рада",Лобановський Олександр Ігорович,d15d932c-c47b-41dd-815d-b4a04b8366f1,1,26759195,26749449.71,16976,8665,2180938
"Депутат Чернігівської обласної ради, Чернігівська обласна рада",Божок Григорій Никифорович,8911b4a6-257a-4a04-b6dd-fabf099be332,1,9110249,26105533.62,2156,769.8,4600000
"Приватний підприємець (депутат Надвірнянської районної оради), Приватний підприємець",Ломпас Степан Михайлович,5d8de282-9b64-4500-97a7-8d7c149b85a1,1,2384907,25358201.29,198,2437,1063753
"Ірпінський міський голова, Ірпінська міська рада",Карплюк Володимир Андрійович,14dba5be-1e61-41d2-83e9-cfed10eb13f6,1,4128973,24768326.92,30074,705.4,2735978
